id,class,order,family,species,iucn,criteria,population,systems,realm
194064,Reptilia,Squamata,Viperidae,Trimeresurus cardamomensis,LC,,Stable,Terrestrial,Indomalayan
194065,Reptilia,Squamata,Viperidae,Trimeresurus rubeus,VU,B1ab(iii),Decreasing,Terrestrial,Indomalayan
194083,Reptilia,Squamata,Agamidae,Calotes nemoricola,LC,,Unknown,Terrestrial,Indomalayan
194084,Reptilia,Squamata,Agamidae,Salea anamallayana,LC,,Stable,Terrestrial,Indomalayan
194086,Reptilia,Squamata,Agamidae,Salea gularis,DD,,Unknown,Terrestrial,Indomalayan
194089,Reptilia,Squamata,Colubridae,Platyceps bholanathi,DD,,Unknown,Terrestrial,Indomalayan
194093,Reptilia,Squamata,Gekkonidae,Cnemaspis australis,DD,,Unknown,Terrestrial,Indomalayan
194094,Reptilia,Squamata,Gekkonidae,Cnemaspis gracilis,LC,,Unknown,Terrestrial,Indomalayan
194095,Reptilia,Squamata,Gekkonidae,Cnemaspis monticola,DD,,Unknown,Terrestrial,Indomalayan
194096,Reptilia,Squamata,Gekkonidae,Cnemaspis mysoriensis,LC,,Unknown,Terrestrial,Indomalayan
194097,Reptilia,Squamata,Gekkonidae,Cnemaspis nilagirica,NT,D2,Stable,Terrestrial,Indomalayan
194098,Reptilia,Squamata,Gekkonidae,Cnemaspis otai,VU,D2,Unknown,Terrestrial,Indomalayan
194099,Reptilia,Squamata,Gekkonidae,Cyrtodactylus albofasciatus,LC,,Unknown,Terrestrial,Indomalayan
194100,Reptilia,Squamata,Gekkonidae,Cyrtodactylus jeyporensis,EN,B1ab(iii)+2ab(iii),Unknown,Terrestrial,Indomalayan
194102,Reptilia,Squamata,Gekkonidae,Cyrtodactylus nebulosus,LC,,Unknown,Terrestrial,Indomalayan
194103,Reptilia,Squamata,Gekkonidae,Hemidactylus aaronbaueri,LC,,Unknown,Terrestrial,Indomalayan
194104,Reptilia,Squamata,Gekkonidae,Hemidactylus albofasciatus,VU,B1ab(iii),Unknown,Terrestrial,Indomalayan
194106,Reptilia,Squamata,Gekkonidae,Hemidactylus bowringii,LC,,Stable,Terrestrial,Indomalayan
194108,Reptilia,Squamata,Gekkonidae,Hemidactylus gracilis,LC,,Unknown,Terrestrial,Indomalayan
194109,Reptilia,Squamata,Gekkonidae,Hemidactylus gujaratensis,VU,D2,Unknown,Terrestrial,Indomalayan
194111,Reptilia,Squamata,Gekkonidae,Hemidactylus sataraensis,CR,B1ab(iii)+2ab(iii),Unknown,Terrestrial,Indomalayan
194113,Reptilia,Squamata,Gekkonidae,Hemidactylus treutleri,LC,,Unknown,Terrestrial,Indomalayan
194114,Reptilia,Squamata,Gekkonidae,Hemidactylus triedrus,LC,,Unknown,Terrestrial,Indomalayan
194115,Reptilia,Squamata,Scincidae,Eutropis allapallensis,LC,,Stable,Terrestrial,Indomalayan
194116,Reptilia,Squamata,Scincidae,Eutropis nagarjunensis,NT,B1a,Unknown,Terrestrial,Indomalayan
194117,Reptilia,Squamata,Scincidae,Eutropis trivittata,LC,,Unknown,Terrestrial,Indomalayan
194118,Reptilia,Squamata,Scincidae,Lygosoma albopunctata,LC,,Unknown,Terrestrial,Indomalayan
194119,Reptilia,Squamata,Scincidae,Subdoluseps herberti,LC,,Unknown,Terrestrial,Indomalayan
194120,Reptilia,Squamata,Scincidae,Lygosoma opisthorhodum,DD,,Unknown,Terrestrial,Indomalayan
194121,Reptilia,Squamata,Scincidae,Lygosoma goaensis,DD,,Unknown,Terrestrial,Indomalayan
194122,Reptilia,Squamata,Scincidae,Lygosoma vosmaeri,DD,,Unknown,Terrestrial,Indomalayan
194123,Reptilia,Squamata,Scincidae,Ristella guentheri,DD,,Unknown,Terrestrial,Indomalayan
194124,Reptilia,Squamata,Scincidae,Sepsophis punctatus,LC,,Unknown,Terrestrial,Indomalayan
194258,Reptilia,Squamata,Sphaerodactylidae,Gonatodes daudini,CR,B1ab(iii)+2ab(iii),Stable,Terrestrial,Neotropical
194266,Reptilia,Squamata,Sphaerodactylidae,Sphaerodactylus kirbyi,VU,B1ab(iii)+2ab(iii),Unknown,Terrestrial,Neotropical
194267,Reptilia,Squamata,Gekkonidae,Hemidactylus graniticolus,LC,,Stable,Terrestrial,Indomalayan
194268,Reptilia,Squamata,Typhlopidae,Amerotyphlops tasymicris,EN,B1ab(iii),Unknown,Terrestrial,Neotropical
194797,Reptilia,Squamata,Gekkonidae,Hemidactylus parvimaculatus,LC,,Unknown,Terrestrial,Afrotropical|Indomalayan
194798,Reptilia,Squamata,Colubridae,Lycodon flavicollis,LC,,Stable,Terrestrial,Indomalayan
194827,Reptilia,Squamata,Uropeltidae,Uropeltis bicatenata,NT,,Unknown,Terrestrial,Indomalayan
194828,Reptilia,Squamata,Gekkonidae,Calodactylodes aureus,LC,,,Terrestrial,Indomalayan
194829,Reptilia,Squamata,Gekkonidae,Calodactylodes illingworthorum,VU,B1ab(iii),Decreasing,Terrestrial,Indomalayan
194833,Reptilia,Squamata,Gekkonidae,Hemidactylus aquilonius,LC,,Unknown,Terrestrial,Indomalayan
194834,Reptilia,Squamata,Scincidae,Kaestlea laterimaculata,VU,B1ab(iii),Unknown,Terrestrial,Indomalayan
194835,Reptilia,Squamata,Scincidae,Eutropis dissimilis,LC,,Unknown,Terrestrial,Indomalayan|Palearctic
194836,Reptilia,Squamata,Sibynophiidae,Sibynophis sagittarius,LC,,Stable,Terrestrial,Indomalayan
194915,Reptilia,Squamata,Colubridae,Boiga nuchalis,LC,,Unknown,Terrestrial,Indomalayan
194916,Reptilia,Squamata,Colubridae,Dendrelaphis chairecacos,DD,,Unknown,Terrestrial,Indomalayan
194917,Reptilia,Squamata,Colubridae,Oligodon venustus,LC,,Unknown,Terrestrial,Indomalayan
194975,Reptilia,Squamata,Iguanidae,Dipsosaurus dorsalis,LC,,Unknown,Terrestrial,Neotropical
195295,Reptilia,Squamata,Scincidae,Eutropis multifasciata,LC,,Stable,Terrestrial,Indomalayan
195296,Reptilia,Squamata,Agamidae,Hydrosaurus amboinensis,LC,,Unknown,Terrestrial,Australasian
195297,Reptilia,Squamata,Scincidae,Subdoluseps bowringii,LC,,Stable,Terrestrial,Australasian|Indomalayan
195298,Reptilia,Squamata,Scincidae,Eutropis cumingi,LC,,Stable,Terrestrial,Indomalayan
195299,Reptilia,Squamata,Gekkonidae,Hemidactylus stejnegeri,LC,,Stable,Terrestrial,Indomalayan
195301,Reptilia,Squamata,Scincidae,Emoia caeruleocauda,LC,,Stable,Terrestrial,Australasian|Indomalayan|Oceanian
195302,Reptilia,Squamata,Scincidae,Eutropis rudis,LC,,Stable,Terrestrial,Australasian|Indomalayan
195303,Reptilia,Squamata,Gekkonidae,Hemidactylus platyurus,LC,,Increasing,Terrestrial,Australasian|Indomalayan
195304,Reptilia,Squamata,Scincidae,Lipinia subvittata,NT,A2c,Decreasing,Terrestrial,Australasian|Indomalayan
195305,Reptilia,Squamata,Scincidae,Sphenomorphus variegatus,LC,,Decreasing,Terrestrial,Australasian|Indomalayan
195306,Reptilia,Squamata,Agamidae,Draco palawanensis,LC,,Stable,Terrestrial,Indomalayan
195308,Reptilia,Squamata,Scincidae,Dasia grisea,LC,,Unknown,Terrestrial,Indomalayan
195309,Reptilia,Squamata,Gekkonidae,Gekko gecko,LC,,Unknown,Terrestrial,Indomalayan
195310,Reptilia,Squamata,Agamidae,Draco spilopterus,LC,,Unknown,Terrestrial,Indomalayan
195311,Reptilia,Squamata,Scincidae,Dasia semicincta,DD,,Unknown,Terrestrial,Indomalayan
195312,Reptilia,Squamata,Scincidae,Lygosoma quadrupes,LC,,Stable,Terrestrial,Indomalayan
195313,Reptilia,Squamata,Gekkonidae,Gekko monarchus,LC,,Stable,Terrestrial,Australasian|Indomalayan
195314,Reptilia,Squamata,Scincidae,Lipinia quadrivittata,LC,,Stable,Terrestrial,Indomalayan
195315,Reptilia,Squamata,Scincidae,Lamprolepis smaragdina,LC,,Stable,Terrestrial,Australasian|Indomalayan|Oceanian
195316,Reptilia,Squamata,Scincidae,Emoia atrocostata,LC,,Stable,Terrestrial,Australasian|Indomalayan
195317,Reptilia,Squamata,Dibamidae,Dibamus leucurus,LC,,Unknown,Terrestrial,Indomalayan
195318,Reptilia,Squamata,Agamidae,Bronchocela cristatella,LC,,Stable,Terrestrial,Indomalayan
195346,Reptilia,Squamata,Scincidae,Emoia nigra,LC,,Stable,Terrestrial,Australasian|Oceanian
196001,Reptilia,Squamata,Lacertidae,Dinarolacerta montenegrina,NT,B1ab(iii),Unknown,Terrestrial,Palearctic
196002,Reptilia,Squamata,Lacertidae,Dinarolacerta mosorensis,NT,B1ab(iii),Decreasing,Terrestrial,Palearctic
196003,Reptilia,Squamata,Lacertidae,Darevskia lindholmi,LC,,Stable,Terrestrial,Palearctic
196004,Reptilia,Squamata,Scincidae,Paracontias vermisaurus,DD,,Unknown,Terrestrial,Afrotropical
196005,Reptilia,Squamata,Colubridae,Boiga hoeseli,DD,,Unknown,Terrestrial,Australasian
196006,Reptilia,Squamata,Colubridae,Dendrelaphis ashoki,LC,,Unknown,Terrestrial,Indomalayan
196008,Reptilia,Squamata,Colubridae,Lycodon gongshan,LC,,Stable,Terrestrial,Indomalayan
196009,Reptilia,Squamata,Colubridae,Lycodon synaptor,LC,,Unknown,Terrestrial,Indomalayan
196010,Reptilia,Squamata,Viperidae,Ovophis makazayazaya,LC,,Stable,Terrestrial,Indomalayan
196011,Reptilia,Squamata,Viperidae,Ovophis monticola,LC,,Unknown,Terrestrial,Indomalayan
196553,Reptilia,Squamata,Agamidae,Hypsilurus macrolepis,NT,,Stable,Terrestrial,Australasian
196554,Reptilia,Squamata,Agamidae,Hypsilurus longi,LC,,Stable,Terrestrial,Australasian
196555,Reptilia,Squamata,Agamidae,Hypsilurus modestus,LC,,Stable,Terrestrial,Australasian
196556,Reptilia,Squamata,Agamidae,Hypsilurus godeffroyi,DD,,Unknown,Terrestrial,Oceanian
196558,Reptilia,Squamata,Pythonidae,Bothrochilus boa,LC,,Unknown,Terrestrial,Australasian
196559,Reptilia,Squamata,Boidae,Candoia aspera,LC,,Stable,Terrestrial,Australasian
196560,Reptilia,Squamata,Boidae,Candoia paulsoni,LC,,Stable,Terrestrial,Australasian
196561,Reptilia,Squamata,Boidae,Candoia carinata,LC,,Stable,Terrestrial,Australasian
196562,Reptilia,Squamata,Colubridae,Boiga irregularis,LC,,Stable,Terrestrial,Australasian|Oceanian
196564,Reptilia,Squamata,Colubridae,Stegonotus heterurus,LC,,Unknown,Terrestrial,Australasian
196565,Reptilia,Squamata,Colubridae,Stegonotus modestus,LC,,Stable,Terrestrial,Australasian
196566,Reptilia,Squamata,Natricidae,Tropidonophis hypomelas,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Australasian
196567,Reptilia,Squamata,Elapidae,Aspidomorphus muelleri,LC,,Unknown,Terrestrial,Australasian
196568,Reptilia,Squamata,Elapidae,Loveridgelaps elapoides,VU,"B1ab(iii,v)",Decreasing,Terrestrial,Australasian
196569,Reptilia,Squamata,Elapidae,Salomonelaps par,LC,,Stable,Terrestrial,Australasian
196570,Reptilia,Squamata,Gekkonidae,Cyrtodactylus louisiadensis,LC,,Stable,Terrestrial,Australasian
196571,Reptilia,Squamata,Gekkonidae,Gehyra oceanica,LC,,Stable,Terrestrial,Australasian|Oceanian
196572,Reptilia,Squamata,Gekkonidae,Gekko vittatus,LC,,Stable,Terrestrial,Australasian|Oceanian
196573,Reptilia,Squamata,Gekkonidae,Hemiphyllodactylus ganoklonis,LC,,Stable,Terrestrial,Oceanian
196574,Reptilia,Squamata,Gekkonidae,Lepidodactylus buleli,DD,,Unknown,Terrestrial,Oceanian
196575,Reptilia,Squamata,Gekkonidae,Lepidodactylus euaensis,CR,B1ab(iii),Stable,Terrestrial,Oceanian
196576,Reptilia,Squamata,Gekkonidae,Lepidodactylus flaviocularis,CR,B1ab(iii)+2ab(iii),Unknown,Terrestrial,Australasian
196577,Reptilia,Squamata,Gekkonidae,Lepidodactylus gardineri,CR,B1ab(v),Decreasing,Terrestrial,Oceanian
196578,Reptilia,Squamata,Gekkonidae,Lepidodactylus guppyi,LC,,Unknown,Terrestrial,Australasian
196579,Reptilia,Squamata,Gekkonidae,Lepidodactylus manni,VU,B1ab(iii),Unknown,Terrestrial,Oceanian
196580,Reptilia,Squamata,Gekkonidae,Lepidodactylus moestus,LC,,Stable,Terrestrial,Oceanian
196581,Reptilia,Squamata,Gekkonidae,Lepidodactylus oligoporus,CR,B1ab(iii),Unknown,Terrestrial,Oceanian
196582,Reptilia,Squamata,Gekkonidae,Lepidodactylus paurolepis,VU,D2,Unknown,Terrestrial,Oceanian
196583,Reptilia,Squamata,Gekkonidae,Lepidodactylus pulcher,DD,,Unknown,Terrestrial,Australasian
196584,Reptilia,Squamata,Gekkonidae,Lepidodactylus shebae,DD,,Unknown,Terrestrial,Australasian
196585,Reptilia,Squamata,Gekkonidae,Lepidodactylus tepukapili,CR,B1ab(iii)+2ab(iii),Unknown,Terrestrial,Oceanian
196586,Reptilia,Squamata,Gekkonidae,Perochirus ateles,VU,B2ab(v),Decreasing,Terrestrial,Oceanian
196587,Reptilia,Squamata,Gekkonidae,Perochirus guentheri,DD,,Unknown,Terrestrial,Australasian
196588,Reptilia,Squamata,Gekkonidae,Perochirus scutellatus,LC,,Stable,Terrestrial,Oceanian
196589,Reptilia,Squamata,Pygopodidae,Lialis jicari,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Australasian
196590,Reptilia,Squamata,Scincidae,Carlia ailanpalai,LC,,Unknown,Terrestrial,Australasian
196591,Reptilia,Squamata,Scincidae,Carlia mysi,LC,,Stable,Terrestrial,Australasian
196592,Reptilia,Squamata,Scincidae,Carlia tutela,LC,,Stable,Terrestrial,Australasian
196593,Reptilia,Squamata,Scincidae,Corucia zebrata,NT,A2d,Decreasing,Terrestrial,Australasian
196594,Reptilia,Squamata,Scincidae,Cryptoblepharus eximius,LC,,Unknown,Terrestrial,Oceanian
196595,Reptilia,Squamata,Scincidae,Cryptoblepharus nigropunctatus,NT,"B2ab(iii,v)",Decreasing,Terrestrial,Palearctic
196596,Reptilia,Squamata,Scincidae,Cryptoblepharus novohebridicus,LC,,Stable,Terrestrial,Oceanian
196597,Reptilia,Squamata,Scincidae,Cryptoblepharus poecilopleurus,LC,,Stable,Terrestrial,Neotropical|Oceanian
196598,Reptilia,Squamata,Scincidae,Emoia arnoensis,LC,,Unknown,Terrestrial,Oceanian
196599,Reptilia,Squamata,Scincidae,Emoia bismarckensis,LC,,Stable,Terrestrial,Australasian
196600,Reptilia,Squamata,Scincidae,Emoia campbelli,EN,B1ab(iii),Decreasing,Terrestrial,Oceanian
196601,Reptilia,Squamata,Scincidae,Emoia concolor,NT,,Unknown,Terrestrial,Oceanian
196602,Reptilia,Squamata,Scincidae,Emoia cyanogaster,LC,,Stable,Terrestrial,Australasian
196603,Reptilia,Squamata,Scincidae,Emoia erronan,VU,D2,Stable,Terrestrial,Australasian
196604,Reptilia,Squamata,Scincidae,Emoia flavigularis,LC,,Stable,Terrestrial,Australasian
196605,Reptilia,Squamata,Scincidae,Emoia impar,LC,,Stable,Terrestrial,Australasian|Oceanian
196606,Reptilia,Squamata,Scincidae,Emoia jakati,LC,,Stable,Terrestrial,Australasian|Indomalayan|Oceanian
196607,Reptilia,Squamata,Scincidae,Emoia kordoana,LC,,Unknown,Terrestrial,Australasian|Oceanian
196608,Reptilia,Squamata,Scincidae,Emoia maculata,LC,,Stable,Terrestrial,Australasian
196609,Reptilia,Squamata,Scincidae,Emoia mivarti,DD,,Stable,Terrestrial,Australasian
196610,Reptilia,Squamata,Scincidae,Emoia mokosariniveikau,EN,B1ab(iii)+2ab(iii),Decreasing,Terrestrial,Oceanian
196611,Reptilia,Squamata,Scincidae,Emoia tongana,LC,,Unknown,Terrestrial,Oceanian
196612,Reptilia,Squamata,Scincidae,Emoia nigromarginata,LC,,Stable,Terrestrial,Australasian
196613,Reptilia,Squamata,Scincidae,Emoia parkeri,VU,"B1ab(iii,v)",Decreasing,Terrestrial,Oceanian
196614,Reptilia,Squamata,Scincidae,Emoia ponapea,EN,B1ab(iii)+2ab(iii),Decreasing,Terrestrial,Oceanian
196615,Reptilia,Squamata,Scincidae,Emoia pseudocyanura,LC,,Stable,Terrestrial,Australasian
196616,Reptilia,Squamata,Scincidae,Emoia rennellensis,LC,,Stable,Terrestrial,Australasian
196617,Reptilia,Squamata,Scincidae,Emoia rufilabialis,LC,,Stable,Terrestrial,Australasian
196618,Reptilia,Squamata,Scincidae,Emoia samoensis,EN,"B1ab(iii,v)",Decreasing,Terrestrial,Oceanian
196619,Reptilia,Squamata,Scincidae,Emoia sanfordi,LC,,Stable,Terrestrial,Australasian
196620,Reptilia,Squamata,Scincidae,Emoia schmidti,LC,,Stable,Terrestrial,Australasian
196621,Reptilia,Squamata,Scincidae,Emoia slevini,CR,"B1ab(i,ii,iii,iv,v)",Decreasing,Terrestrial,Oceanian
196622,Reptilia,Squamata,Scincidae,Emoia taumakoensis,LC,,Unknown,Terrestrial,Australasian
196623,Reptilia,Squamata,Scincidae,Emoia tuitarere,VU,D2,Unknown,Terrestrial,Oceanian
196624,Reptilia,Squamata,Scincidae,Emoia trossula,EN,"B1ab(iii,v)",Decreasing,Terrestrial,Oceanian
196625,Reptilia,Squamata,Scincidae,Eugongylus albofasciolatus,LC,,Stable,Terrestrial,Australasian|Oceanian
196626,Reptilia,Squamata,Scincidae,Eugongylus rufescens,LC,,Stable,Terrestrial,Australasian|Oceanian
196627,Reptilia,Squamata,Scincidae,Geomyersia glabra,NT,,Decreasing,Terrestrial,Australasian
196628,Reptilia,Squamata,Scincidae,Leiolopisma alazon,CR,"B1ab(iii,v)+2ab(iii,v)",Decreasing,Terrestrial,Oceanian
196629,Reptilia,Squamata,Scincidae,Lipinia leptosoma,NT,B1ab(iii),Stable,Terrestrial,Oceanian
196630,Reptilia,Squamata,Scincidae,Ornithuroscincus noctua,LC,,Stable,Terrestrial,Australasian|Oceanian
196631,Reptilia,Squamata,Scincidae,Lipinia rouxi,LC,B1a,Unknown,Terrestrial,Australasian
196632,Reptilia,Squamata,Scincidae,Prasinohaema virens,LC,,Stable,Terrestrial,Australasian|Oceanian
196633,Reptilia,Squamata,Scincidae,Sphenomorphus bignelli,LC,,Stable,Terrestrial,Australasian
196634,Reptilia,Squamata,Scincidae,Sphenomorphus concinnatus,LC,,Stable,Terrestrial,Australasian
196635,Reptilia,Squamata,Scincidae,Sphenomorphus cranei,LC,,Stable,Terrestrial,Australasian
196636,Reptilia,Squamata,Scincidae,Sphenomorphus fragosus,DD,,Unknown,Terrestrial,Australasian
196637,Reptilia,Squamata,Scincidae,Sphenomorphus jobiensis,LC,,Stable,Terrestrial,Australasian
196638,Reptilia,Squamata,Scincidae,Sphenomorphus pratti,LC,,Stable,Terrestrial,Australasian
196639,Reptilia,Squamata,Scincidae,Sphenomorphus scutatus,LC,,Stable,Terrestrial,Oceanian
196640,Reptilia,Squamata,Scincidae,Sphenomorphus simus,LC,,Stable,Terrestrial,Australasian
196641,Reptilia,Squamata,Scincidae,Sphenomorphus solomonis,LC,,Stable,Terrestrial,Australasian
196642,Reptilia,Squamata,Scincidae,Sphenomorphus tanneri,LC,,Stable,Terrestrial,Australasian
196643,Reptilia,Squamata,Scincidae,Sphenomorphus taylori,DD,,Unknown,Terrestrial,Australasian
196644,Reptilia,Squamata,Scincidae,Sphenomorphus transversus,DD,,Unknown,Terrestrial,Australasian
196645,Reptilia,Squamata,Scincidae,Sphenomorphus woodfordi,LC,,Stable,Terrestrial,Australasian
196646,Reptilia,Squamata,Scincidae,Tiliqua gigas,LC,,Unknown,Terrestrial,Australasian
196647,Reptilia,Squamata,Scincidae,Tribolonotus annectens,DD,,Unknown,Terrestrial,Australasian
196648,Reptilia,Squamata,Scincidae,Tribolonotus brongersmai,DD,,Unknown,Terrestrial,Australasian
196649,Reptilia,Squamata,Scincidae,Tribolonotus pseudoponceleti,LC,,Stable,Terrestrial,Australasian
196650,Reptilia,Squamata,Scincidae,Tribolonotus schmidti,LC,,Stable,Terrestrial,Australasian
196651,Reptilia,Squamata,Typhlopidae,Acutotyphlops infralabialis,DD,,Unknown,Terrestrial,Australasian
196652,Reptilia,Squamata,Typhlopidae,Acutotyphlops kunuaensis,DD,,Unknown,Terrestrial,Australasian
196653,Reptilia,Squamata,Typhlopidae,Acutotyphlops solomonis,DD,,Unknown,Terrestrial,Australasian
196654,Reptilia,Squamata,Typhlopidae,Acutotyphlops subocularis,LC,,Unknown,Terrestrial,Australasian
196655,Reptilia,Squamata,Typhlopidae,Ramphotyphlops acuticaudus,LC,,Unknown,Terrestrial,Oceanian
196656,Reptilia,Squamata,Typhlopidae,Ramphotyphlops angusticeps,DD,,Unknown,Terrestrial,Australasian
196657,Reptilia,Squamata,Typhlopidae,Ramphotyphlops becki,DD,,Unknown,Terrestrial,Australasian
196658,Reptilia,Squamata,Typhlopidae,Ramphotyphlops depressus,LC,,Stable,Terrestrial,Australasian
196659,Reptilia,Squamata,Typhlopidae,Ramphotyphlops mansuetus,DD,,Unknown,Terrestrial,Australasian
196660,Reptilia,Squamata,Gerrhopilidae,Gerrhopilus depressiceps,LC,,Unknown,Terrestrial,Australasian
196661,Reptilia,Squamata,Varanidae,Varanus juxtindicus,LC,,Stable,Terrestrial|Freshwater (=Inland waters),Australasian
196662,Reptilia,Squamata,Varanidae,Varanus spinulosus,LC,,Stable,Terrestrial,Australasian
196885,Reptilia,Squamata,Gekkonidae,Afroedura africana,LC,,Stable,Terrestrial,Afrotropical
196887,Reptilia,Squamata,Gekkonidae,Afroedura namaquensis,LC,,Stable,Terrestrial,Afrotropical
196888,Reptilia,Squamata,Gekkonidae,Afroedura tirasensis,LC,,Stable,Terrestrial,Afrotropical
196889,Reptilia,Squamata,Gekkonidae,Afroedura amatolica,LC,,Stable,Terrestrial,Afrotropical
196890,Reptilia,Squamata,Gekkonidae,Afroedura halli,LC,,Stable,Terrestrial,Afrotropical
196891,Reptilia,Squamata,Gekkonidae,Afroedura karroica,LC,,Stable,Terrestrial,Afrotropical
196893,Reptilia,Squamata,Gekkonidae,Afroedura major,LC,,Decreasing,Terrestrial,Afrotropical
196894,Reptilia,Squamata,Gekkonidae,Afroedura marleyi,LC,,Stable,Terrestrial,Afrotropical
196897,Reptilia,Squamata,Gekkonidae,Afroedura haackei,LC,,Stable,Terrestrial,Afrotropical
196899,Reptilia,Squamata,Gekkonidae,Afroedura tembulica,LC,,Stable,Terrestrial,Afrotropical
196901,Reptilia,Squamata,Gekkonidae,Afroedura transvaalica,LC,,Stable,Terrestrial,Afrotropical
196902,Reptilia,Squamata,Gekkonidae,Kolekanos plumicaudus,LC,,Stable,Terrestrial,Afrotropical
196903,Reptilia,Squamata,Gekkonidae,Ramigekko swartbergensis,LC,,Stable,Terrestrial,Afrotropical
196906,Reptilia,Squamata,Gekkonidae,Chondrodactylus bibronii,LC,,Stable,Terrestrial,Afrotropical
196907,Reptilia,Squamata,Gekkonidae,Chondrodactylus turneri,LC,,Stable,Terrestrial,Afrotropical
196908,Reptilia,Squamata,Gekkonidae,Chondrodactylus fitzsimonsi,LC,,Stable,Terrestrial,Afrotropical
196910,Reptilia,Squamata,Gekkonidae,Pachydactylus kochii,LC,,Stable,Terrestrial,Afrotropical
196911,Reptilia,Squamata,Gekkonidae,Pachydactylus wahlbergii,LC,,Stable,Terrestrial,Afrotropical
196914,Reptilia,Squamata,Gekkonidae,Goggia hewitti,LC,,Stable,Terrestrial,Afrotropical
196915,Reptilia,Squamata,Gekkonidae,Hemidactylus mabouia,LC,,Stable,Terrestrial,Afrotropical
196916,Reptilia,Squamata,Gekkonidae,Lygodactylus bradfieldi,LC,,Stable,Terrestrial,Afrotropical
196917,Reptilia,Squamata,Gekkonidae,Lygodactylus capensis,LC,,Stable,Terrestrial,Afrotropical
196918,Reptilia,Squamata,Gekkonidae,Lygodactylus graniticolus,LC,,Stable,Terrestrial,Afrotropical
196920,Reptilia,Squamata,Gekkonidae,Lygodactylus nigropunctatus,LC,,Stable,Terrestrial,Afrotropical
196921,Reptilia,Squamata,Gekkonidae,Lygodactylus incognitus,LC,,Unknown,Terrestrial,Afrotropical
196922,Reptilia,Squamata,Gekkonidae,Lygodactylus montiscaeruli,LC,,Stable,Terrestrial,Afrotropical
196923,Reptilia,Squamata,Gekkonidae,Lygodactylus ocellatus,LC,,Stable,Terrestrial,Afrotropical
196925,Reptilia,Squamata,Gekkonidae,Lygodactylus soutpansbergensis,LC,,Decreasing,Terrestrial,Afrotropical
196926,Reptilia,Squamata,Gekkonidae,Lygodactylus stevensoni,LC,,Stable,Terrestrial,Afrotropical
196927,Reptilia,Squamata,Gekkonidae,Lygodactylus waterbergensis,LC,,Stable,Terrestrial,Afrotropical
196928,Reptilia,Squamata,Gekkonidae,Pachydactylus affinis,LC,,Stable,Terrestrial,Afrotropical
196930,Reptilia,Squamata,Gekkonidae,Pachydactylus austeni,LC,,Stable,Terrestrial,Afrotropical
196931,Reptilia,Squamata,Gekkonidae,Pachydactylus barnardi,LC,,Stable,Terrestrial,Afrotropical
196932,Reptilia,Squamata,Gekkonidae,Pachydactylus capensis,LC,,Stable,Terrestrial,Afrotropical
196933,Reptilia,Squamata,Gekkonidae,Pachydactylus carinatus,LC,,Stable,Terrestrial,Afrotropical
196934,Reptilia,Squamata,Gekkonidae,Pachydactylus formosus,LC,,Stable,Terrestrial,Afrotropical
196935,Reptilia,Squamata,Gekkonidae,Pachydactylus geitje,LC,,Stable,Terrestrial,Afrotropical
196937,Reptilia,Squamata,Gekkonidae,Pachydactylus haackei,LC,,Stable,Terrestrial,Afrotropical
196938,Reptilia,Squamata,Gekkonidae,Pachydactylus kladaroderma,LC,,Stable,Terrestrial,Afrotropical
196939,Reptilia,Squamata,Gekkonidae,Pachydactylus latirostris,LC,,Stable,Terrestrial,Afrotropical
196940,Reptilia,Squamata,Gekkonidae,Pachydactylus mariquensis,LC,,Stable,Terrestrial,Afrotropical
196941,Reptilia,Squamata,Gekkonidae,Pachydactylus monicae,LC,,Stable,Terrestrial,Afrotropical
196942,Reptilia,Squamata,Gekkonidae,Pachydactylus montanus,LC,,Stable,Terrestrial,Afrotropical
196943,Reptilia,Squamata,Gekkonidae,Pachydactylus namaquensis,LC,,Stable,Terrestrial,Afrotropical
196944,Reptilia,Squamata,Gekkonidae,Pachydactylus oculatus,LC,,Stable,Terrestrial,Afrotropical
196945,Reptilia,Squamata,Gekkonidae,Pachydactylus punctatus,LC,,Stable,Terrestrial,Afrotropical
196946,Reptilia,Squamata,Gekkonidae,Pachydactylus purcelli,LC,,Stable,Terrestrial,Afrotropical
196947,Reptilia,Squamata,Gekkonidae,Pachydactylus rangei,LC,,Stable,Terrestrial,Afrotropical
196948,Reptilia,Squamata,Gekkonidae,Pachydactylus rugosus,LC,,Stable,Terrestrial,Afrotropical
196949,Reptilia,Squamata,Gekkonidae,Pachydactylus tigrinus,LC,,Stable,Terrestrial,Afrotropical
196950,Reptilia,Squamata,Gekkonidae,Pachydactylus visseri,LC,,Stable,Terrestrial,Afrotropical
196951,Reptilia,Squamata,Gekkonidae,Pachydactylus weberi,LC,,Stable,Terrestrial,Afrotropical
196952,Reptilia,Squamata,Gekkonidae,Ptenopus carpi,LC,,Stable,Terrestrial,Afrotropical
196953,Reptilia,Squamata,Gekkonidae,Ptenopus garrulus,LC,,Stable,Terrestrial,Afrotropical
196956,Reptilia,Squamata,Amphisbaenidae,Chirindia ewerbecki,LC,,Unknown,Terrestrial,Afrotropical
196957,Reptilia,Squamata,Amphisbaenidae,Chirindia langi,LC,,Stable,Terrestrial,Afrotropical
