binomial,TaxonID,group,family,area
Cyrtodactylus mcdonaldi,R04072,lizard,Gekkonidae,17782.55187914
Cyrtodactylus medioclivus,R04073,lizard,Gekkonidae,1023.91846433
Cyrtodactylus meersi,R11297,lizard,Gekkonidae,9.99116483
Cyrtodactylus metropolis,R04074,lizard,Gekkonidae,9.99116483
Cyrtodactylus mimikanus,R04075,lizard,Gekkonidae,16888.57583264
Cyrtodactylus minor,R04076,lizard,Gekkonidae,10.63295455
Cyrtodactylus mombergi,R11233,lizard,Gekkonidae,127.12202289
Cyrtodactylus montanus,R11254,lizard,Gekkonidae,89.98920834
Cyrtodactylus multiporus,R04077,lizard,Gekkonidae,9.99116483
Cyrtodactylus muluensis,R11264,lizard,Gekkonidae,19.98232966
Cyrtodactylus murua,R04078,lizard,Gekkonidae,901.25047321
Cyrtodactylus myaleiktaung,R11298,lizard,Gekkonidae,9.99116483
Cyrtodactylus myintkyawthurai,R11242,lizard,Gekkonidae,4997.80728795
Cyrtodactylus nagalandensis,R11299,lizard,Gekkonidae,9.99116483
Cyrtodactylus naungkayaingensis,R11300,lizard,Gekkonidae,9.99116483
Cyrtodactylus nebulosus,R04079,lizard,Gekkonidae,342488.29471292
Cyrtodactylus nepalensis,R04080,lizard,Gekkonidae,9.99116483
Cyrtodactylus nigriocularis,R04081,lizard,Gekkonidae,19.98232968
Cyrtodactylus novaeguineae,R04082,lizard,Gekkonidae,16115.81178574
Cyrtodactylus nuaulu,R04083,lizard,Gekkonidae,17400.25145489
Cyrtodactylus nyinyikyawi,R11301,lizard,Gekkonidae,9.99116483
Cyrtodactylus oldhami,R04084,lizard,Gekkonidae,186499.48901197
Cyrtodactylus otai,R04085,lizard,Gekkonidae,39.70609962
Cyrtodactylus pageli,R04086,lizard,Gekkonidae,24.33788911
Cyrtodactylus pantiensis,R04087,lizard,Gekkonidae,13095.82343286
Cyrtodactylus papilionoides,R04088,lizard,Gekkonidae,6129.66099773
Cyrtodactylus papuensis,R04089,lizard,Gekkonidae,122374.11280765
Cyrtodactylus paradoxus,R04090,lizard,Gekkonidae,751.73620286
Cyrtodactylus payacola,R04091,lizard,Gekkonidae,1168.38617846
Cyrtodactylus payarhtanensis,R10505,lizard,Gekkonidae,9.99116483
Cyrtodactylus peguensis,R04092,lizard,Gekkonidae,50780.04822286
Cyrtodactylus petani,R10506,lizard,Gekkonidae,2103.51814680
Cyrtodactylus pharbaungensis,R11041,lizard,Gekkonidae,19.81449180
Cyrtodactylus phetchaburiensis,R10507,lizard,Gekkonidae,3444.39497291
Cyrtodactylus philippinicus,R04093,lizard,Gekkonidae,165885.82117739
Cyrtodactylus phongnhakebangensis,R04094,lizard,Gekkonidae,267.06202031
Cyrtodactylus phuketensis,R04095,lizard,Gekkonidae,18.67795078
Cyrtodactylus phuocbinhensis,R04096,lizard,Gekkonidae,9.99116483
Cyrtodactylus phuquocensis,R04097,lizard,Gekkonidae,564.61021910
Cyrtodactylus pinlaungensis,R11265,lizard,Gekkonidae,19.98232966
Cyrtodactylus pronarus,R04098,lizard,Gekkonidae,367.46772337
Cyrtodactylus psarops,R10508,lizard,Gekkonidae,133.50737115
Cyrtodactylus pseudoquadrivirgatus,R04099,lizard,Gekkonidae,43789.58260477
Cyrtodactylus pubisulcus,R04100,lizard,Gekkonidae,54306.80892375
Cyrtodactylus puhuensis,R04101,lizard,Gekkonidae,9.99116483
Cyrtodactylus pulchellus,R04102,lizard,Gekkonidae,319.17664400
Cyrtodactylus pyadalinensis,R11255,lizard,Gekkonidae,24.83537538
Cyrtodactylus pyinyaungensis,R11042,lizard,Gekkonidae,9.99116483
Cyrtodactylus quadrivirgatus,R04103,lizard,Gekkonidae,184243.64938706
Cyrtodactylus ramboda,R04104,lizard,Gekkonidae,9.99116483
Cyrtodactylus ranongensis,R04105,lizard,Gekkonidae,19.98232966
Cyrtodactylus redimiculus,R04106,lizard,Gekkonidae,3158.92062612
Cyrtodactylus rex,R10509,lizard,Gekkonidae,44584.37435547
Cyrtodactylus rishivalleyensis,R10510,lizard,Gekkonidae,19.98232966
Cyrtodactylus robustus,R04107,lizard,Gekkonidae,294.49339352
Cyrtodactylus roesleri,R04108,lizard,Gekkonidae,1799.55551412
Cyrtodactylus rosichonariefi,R04109,lizard,Gekkonidae,10.55749344
Cyrtodactylus rubidus,R04110,lizard,Gekkonidae,1467.54105463
Cyrtodactylus rufford,R10511,lizard,Gekkonidae,9.99116483
Cyrtodactylus russelli,R04111,lizard,Gekkonidae,927.01353343
Cyrtodactylus sadanensis,R11043,lizard,Gekkonidae,19.98232966
Cyrtodactylus sadansinensis,R11044,lizard,Gekkonidae,9.99116483
Cyrtodactylus sadleiri,R04112,lizard,Gekkonidae,137.17711494
Cyrtodactylus saiyok,R04113,lizard,Gekkonidae,9.99116483
Cyrtodactylus salomonensis,R04114,lizard,Gekkonidae,27678.15154522
Cyrtodactylus samroiyot,R04115,lizard,Gekkonidae,17.89249059
Cyrtodactylus sangi,R11302,lizard,Gekkonidae,9.99116483
Cyrtodactylus sanook,R04116,lizard,Gekkonidae,8.41230104
Cyrtodactylus sanpelensis,R11045,lizard,Gekkonidae,5.98030810
Cyrtodactylus semenanjungensis,R04117,lizard,Gekkonidae,277.94923784
Cyrtodactylus semiadii,R04118,lizard,Gekkonidae,874.17254417
Cyrtodactylus semicinctus,R10512,lizard,Gekkonidae,965.55262114
Cyrtodactylus septentrionalis,R11303,lizard,Gekkonidae,9.99116483
Cyrtodactylus septimontium,R11266,lizard,Gekkonidae,19.98232966
Cyrtodactylus seribuatensis,R04119,lizard,Gekkonidae,28.39522188
Cyrtodactylus sermowaiensis,R04120,lizard,Gekkonidae,102708.34563569
Cyrtodactylus serratus,R04121,lizard,Gekkonidae,28611.04250375
Cyrtodactylus sharkari,R04122,lizard,Gekkonidae,9.99116477
Cyrtodactylus shwetaungorum,R11046,lizard,Gekkonidae,38.06074331
Cyrtodactylus sinyineensis,R11047,lizard,Gekkonidae,19.98232966
Cyrtodactylus slowinskii,R04123,lizard,Gekkonidae,2470.40130722
Cyrtodactylus soba,R04124,lizard,Gekkonidae,83.87369113
Cyrtodactylus sommerladi,R10513,lizard,Gekkonidae,19.98232967
Cyrtodactylus soni,R10514,lizard,Gekkonidae,9.99116483
Cyrtodactylus sonlaensis,R11048,lizard,Gekkonidae,15.02003955
Cyrtodactylus soudthichaki,R10515,lizard,Gekkonidae,9.99116483
Cyrtodactylus speciosus,R10516,lizard,Gekkonidae,19.98232966
Cyrtodactylus spelaeus,R04125,lizard,Gekkonidae,9.99116484
Cyrtodactylus spinosus,R04126,lizard,Gekkonidae,9.99116483
Cyrtodactylus srilekhae,R10517,lizard,Gekkonidae,2529.09440830
Cyrtodactylus subsolanus,R04128,lizard,Gekkonidae,19.96554398
Cyrtodactylus sumonthai,R04129,lizard,Gekkonidae,9.99116483
Cyrtodactylus sumuroi,R04130,lizard,Gekkonidae,171.74489552
Cyrtodactylus surin,R04131,lizard,Gekkonidae,20.03860958
Cyrtodactylus sworderi,R04132,lizard,Gekkonidae,116326.55445315
Cyrtodactylus tahuna,R11304,lizard,Gekkonidae,9.99116483
Cyrtodactylus takouensis,R04133,lizard,Gekkonidae,9.99116483
Cyrtodactylus tamaiensis,R04134,lizard,Gekkonidae,9.99116483
Cyrtodactylus tambora,R10518,lizard,Gekkonidae,11.93327748
Cyrtodactylus tanahjampea,R11243,lizard,Gekkonidae,24.00315615
Cyrtodactylus tanim,R11049,lizard,Gekkonidae,202.83697194
Cyrtodactylus tautbatorum,R04135,lizard,Gekkonidae,2015.48030519
Cyrtodactylus taybacensis,R11256,lizard,Gekkonidae,245.95643284
Cyrtodactylus taynguyenensis,R04136,lizard,Gekkonidae,9.99116483
Cyrtodactylus tebuensis,R04137,lizard,Gekkonidae,14.92763451
Cyrtodactylus teyniei,R04138,lizard,Gekkonidae,19.98232966
Cyrtodactylus thathomensis,R11305,lizard,Gekkonidae,9.99116483
Cyrtodactylus thirakhupti,R04139,lizard,Gekkonidae,9.99116483
Cyrtodactylus thochuensis,R04140,lizard,Gekkonidae,9.43284769
Cyrtodactylus thuongae,R04141,lizard,Gekkonidae,9.99116484
Cyrtodactylus thylacodactylus,R11267,lizard,Gekkonidae,16.93987624
Cyrtodactylus tibetanus,R04142,lizard,Gekkonidae,11086.41604561
Cyrtodactylus tigroides,R04143,lizard,Gekkonidae,19.98232966
Cyrtodactylus timur,R04144,lizard,Gekkonidae,14.92746402
Cyrtodactylus tiomanensis,R04145,lizard,Gekkonidae,96.76371579
Cyrtodactylus triedrus,R04146,lizard,Gekkonidae,23243.05510899
Cyrtodactylus trilatofasciatus,R04147,lizard,Gekkonidae,9.99116483
Cyrtodactylus tripartitus,R04148,lizard,Gekkonidae,212.64451515
Cyrtodactylus tripuraensis,R11234,lizard,Gekkonidae,4867.89588861
Cyrtodactylus tuberculatus,R04149,lizard,Gekkonidae,20489.85675948
Cyrtodactylus varadgirii,R10519,lizard,Gekkonidae,11819.91332833
Cyrtodactylus variegatus,R04150,lizard,Gekkonidae,44042.99932564
Cyrtodactylus vilaphongi,R04151,lizard,Gekkonidae,9.99116483
Cyrtodactylus wakeorum,R04152,lizard,Gekkonidae,5150.35780008
Cyrtodactylus wallacei,R04153,lizard,Gekkonidae,774.74294095
Cyrtodactylus wangkulangkulae,R04154,lizard,Gekkonidae,9.99116483
Cyrtodactylus wayakonei,R04155,lizard,Gekkonidae,19.98232966
Cyrtodactylus welpyanensis,R11050,lizard,Gekkonidae,9.99116483
Cyrtodactylus wetariensis,R04156,lizard,Gekkonidae,5.37921931
Cyrtodactylus yakhuna,R04157,lizard,Gekkonidae,21228.69907176
Cyrtodactylus yangbayensis,R04158,lizard,Gekkonidae,64.74896684
Cyrtodactylus yathepyanensis,R11051,lizard,Gekkonidae,9.99116483
Cyrtodactylus yoshii,R04159,lizard,Gekkonidae,10162.52443740
Cyrtodactylus ywanganensis,R11306,lizard,Gekkonidae,9.99116483
Cyrtodactylus zhaoermii,R04160,lizard,Gekkonidae,9.99116483
Cyrtodactylus ziegleri,R04161,lizard,Gekkonidae,19.82539177
Cyrtodactylus zugi,R04162,lizard,Gekkonidae,3596.35516678
Cyrtopodion agamuroides,R04163,lizard,Gekkonidae,546148.88236598
Cyrtopodion aravallensis,R04164,lizard,Gekkonidae,100970.73133045
Cyrtopodion baigii,R04165,lizard,Gekkonidae,19.98232966
Cyrtopodion belaense,R04167,lizard,Gekkonidae,9.99116483
Cyrtopodion brevipes,R04168,lizard,Gekkonidae,10620.52906972
Cyrtopodion fortmunroi,R04170,lizard,Gekkonidae,14.99800333
Cyrtopodion gastrophole,R04171,lizard,Gekkonidae,22478.19159616
Cyrtopodion golubevi,R04172,lizard,Gekkonidae,14.05193542
Cyrtopodion hormozganum,R04174,lizard,Gekkonidae,9.99116483
Cyrtopodion indusoani,R04175,lizard,Gekkonidae,4704.02432368
Cyrtopodion kachhense,R04176,lizard,Gekkonidae,317216.24695410
Cyrtopodion kiabii,R04177,lizard,Gekkonidae,67.92295153
Cyrtopodion kirmanense,R04178,lizard,Gekkonidae,51525.98934003
Cyrtopodion kohsulaimanai,R04179,lizard,Gekkonidae,65697.36176817
Cyrtopodion mansarulus,R04181,lizard,Gekkonidae,41642.72040244
Cyrtopodion medogense,R04182,lizard,Gekkonidae,9803.60922475
Cyrtopodion montiumsalsorum,R04183,lizard,Gekkonidae,11088.82704046
Cyrtopodion persepolense,R04184,lizard,Gekkonidae,47.07651564
Cyrtopodion potoharense,R04185,lizard,Gekkonidae,76277.14376582
Cyrtopodion rhodocauda,R04186,lizard,Gekkonidae,2155.28428249
Cyrtopodion rohtasfortai,R04187,lizard,Gekkonidae,6935.43143224
Cyrtopodion scabrum,R04188,lizard,Gekkonidae,4040479.27275884
Cyrtopodion sistanense,R04189,lizard,Gekkonidae,78.21911069
Cyrtopodion watsoni,R04190,lizard,Gekkonidae,52927.80457468
Daboia mauritanica,R09680,snake,Viperidae,689564.27487325
Daboia palaestinae,R09681,snake,Viperidae,32935.88205703
Daboia russelii,R09682,snake,Viperidae,3180077.96635781
Daboia siamensis,R09683,snake,Viperidae,761297.04751467
Dactylocnemis pacificus,R02457,lizard,Diplodactylidae,84526.14912440
Dalmatolacerta oxycephala,R05306,lizard,Lacertidae,30031.62832277
Dalophia angolensis,R00628,amphisbaenian,Amphisbaenidae,287704.28643737
Dalophia ellenbergeri,R00629,amphisbaenian,Amphisbaenidae,16312.09397651
Dalophia gigantea,R00630,amphisbaenian,Amphisbaenidae,20580.82528430
Dalophia longicauda,R00631,amphisbaenian,Amphisbaenidae,120934.14337510
Dalophia luluae,R00632,amphisbaenian,Amphisbaenidae,9.99116483
Dalophia pistillum,R00633,amphisbaenian,Amphisbaenidae,1307571.60709925
Darevskia aghasyani,R11351,lizard,Lacertidae,9.99116483
Darevskia alpina,R05307,lizard,Lacertidae,6118.55145674
Darevskia armeniaca,R05308,lizard,Lacertidae,57386.82085687
Darevskia bendimahiensis,R05309,lizard,Lacertidae,4282.89934523
Darevskia bithynica,R05310,lizard,Lacertidae,6585.74661695
Darevskia brauneri,R05311,lizard,Lacertidae,47235.79795305
Darevskia caspica,R05312,lizard,Lacertidae,14830.68028083
Darevskia caucasica,R05313,lizard,Lacertidae,142839.31776730
Darevskia chlorogaster,R05314,lizard,Lacertidae,54121.71222263
Darevskia clarkorum,R05315,lizard,Lacertidae,29143.56630352
Darevskia daghestanica,R05316,lizard,Lacertidae,27784.12688916
Darevskia dahli,R05317,lizard,Lacertidae,22643.14892759
Darevskia defilippii,R05318,lizard,Lacertidae,76749.32379226
Darevskia derjugini,R05319,lizard,Lacertidae,51275.90433619
Darevskia dryada,R11347,lizard,Lacertidae,602.53546584
Darevskia kamii,R05321,lizard,Lacertidae,15898.74608775
Darevskia kopetdaghica,R05322,lizard,Lacertidae,6451.49599568
Darevskia lindholmi,R05323,lizard,Lacertidae,25224.03067097
Darevskia mixta,R05324,lizard,Lacertidae,6446.88513153
Darevskia parvula,R05325,lizard,Lacertidae,39378.48439982
Darevskia pontica,R05326,lizard,Lacertidae,288825.23793744
Darevskia portschinskii,R05327,lizard,Lacertidae,24669.55801510
Darevskia praticola,R05328,lizard,Lacertidae,461941.31511907
Darevskia raddei,R05329,lizard,Lacertidae,198745.27709433
Darevskia rostombekowi,R05330,lizard,Lacertidae,6860.70405518
Darevskia rudis,R05331,lizard,Lacertidae,238519.64191918
Darevskia sapphirina,R05332,lizard,Lacertidae,53.10362301
Darevskia saxicola,R05333,lizard,Lacertidae,19671.47901046
Darevskia schaekeli,R05334,lizard,Lacertidae,16167.99237312
Darevskia steineri,R05335,lizard,Lacertidae,118.09876925
Darevskia szczerbaki,R11340,lizard,Lacertidae,533.69398114
Darevskia unisexualis,R05336,lizard,Lacertidae,79947.35666381
Darevskia uzzelli,R05337,lizard,Lacertidae,7326.02686487
Darevskia valentini,R05338,lizard,Lacertidae,259963.26149647
Dasia griffini,R07420,lizard,Scincidae,3562.18949291
Dasia grisea,R07421,lizard,Scincidae,166996.96791406
Dasia haliana,R07422,lizard,Scincidae,34469.85058669
Dasia johnsinghi,R07423,lizard,Scincidae,19.98232967
Dasia nicobarensis,R07424,lizard,Scincidae,150.93450670
Dasia olivacea,R07425,lizard,Scincidae,1953298.00178358
Dasia semicincta,R07426,lizard,Scincidae,115436.93688771
Dasia subcaerulea,R07427,lizard,Scincidae,3107.22026697
Dasia vittata,R07428,lizard,Scincidae,434667.80493845
Dasia vyneri,R10520,lizard,Scincidae,1033.94428155
Dasypeltis abyssina,R01265,snake,Colubridae,238407.62529499
Dasypeltis arabica,R11498,snake,Colubridae,62390.42537751
Dasypeltis atra,R01266,snake,Colubridae,1217242.58244011
Dasypeltis bazi,R10521,snake,Colubridae,2733.59425902
Dasypeltis confusa,R01267,snake,Colubridae,3608680.85118235
Dasypeltis crucifera,R11511,snake,Colubridae,5929.29470208
Dasypeltis fasciata,R01268,snake,Colubridae,6432736.84298466
Dasypeltis gansi,R01269,snake,Colubridae,449635.16530858
Dasypeltis inornata,R01270,snake,Colubridae,214784.47399961
Dasypeltis latericia,R01271,snake,Colubridae,387890.24637741
Dasypeltis medici,R01272,snake,Colubridae,289803.89201238
Dasypeltis palmarum,R01273,snake,Colubridae,493472.48423679
Dasypeltis parascabra,R01274,snake,Colubridae,9.99116483
Dasypeltis sahelensis,R01275,snake,Colubridae,366622.74061177
Dasypeltis scabra,R01276,snake,Colubridae,13770395.20000000
Dasypeltis taylori,R11499,snake,Colubridae,38867.23147968
Deinagkistrodon acutus,R09684,snake,Viperidae,1182649.48648868
Deirochelys reticularia,R09985,turtle,Emydidae,966410.95057259
Delma australis,R06919,lizard,Pygopodidae,1472717.32670085
Delma borea,R06920,lizard,Pygopodidae,2244016.93518503
Delma butleri,R06921,lizard,Pygopodidae,3244969.75377796
Delma concinna,R06922,lizard,Pygopodidae,12772.65726084
Delma desmosa,R06923,lizard,Pygopodidae,1133314.30594790
Delma elegans,R06924,lizard,Pygopodidae,76306.65538987
Delma fraseri,R06925,lizard,Pygopodidae,591978.21534559
Delma grayii,R06926,lizard,Pygopodidae,115358.05485407
Delma hebesa,R06928,lizard,Pygopodidae,79070.05715892
Delma impar,R06929,lizard,Pygopodidae,205410.97684249
Delma inornata,R06930,lizard,Pygopodidae,657090.21587413
Delma labialis,R06931,lizard,Pygopodidae,62741.50621111
Delma mitella,R06932,lizard,Pygopodidae,8939.22060291
Delma molleri,R06933,lizard,Pygopodidae,52329.10656372
Delma nasuta,R06934,lizard,Pygopodidae,3222077.14193880
Delma pax,R06935,lizard,Pygopodidae,276611.29189601
Delma petersoni,R06936,lizard,Pygopodidae,373405.00819210
Delma plebeia,R06937,lizard,Pygopodidae,279874.86748300
Delma tealei,R06938,lizard,Pygopodidae,1145.74401577
Delma tincta,R06939,lizard,Pygopodidae,4730943.72990548
Delma torquata,R06940,lizard,Pygopodidae,189055.57795825
Demansia angusticeps,R03441,snake,Elapidae,383557.71192000
Demansia calodera,R03442,snake,Elapidae,54885.32148376
Demansia flagellatio,R03443,snake,Elapidae,34047.58352354
Demansia olivacea,R03444,snake,Elapidae,337654.73491233
Demansia papuensis,R03445,snake,Elapidae,1138499.49683621
Demansia psammophis,R03446,snake,Elapidae,2548645.28410683
Demansia quaesitor,R03447,snake,Elapidae,462745.70665586
Demansia reticulata,R03448,snake,Elapidae,2880283.69083106
Demansia rimicola,R03449,snake,Elapidae,997954.94604250
Demansia rufescens,R03450,snake,Elapidae,276264.06781801
Demansia shinei,R03451,snake,Elapidae,981743.82359225
Demansia simplex,R03452,snake,Elapidae,181806.82326803
Demansia torquata,R03453,snake,Elapidae,527464.12766869
Demansia vestigiata,R03454,snake,Elapidae,1002945.27823643
Dendragama australis,R10522,lizard,Agamidae,194.44553928
Dendragama boulengeri,R00182,lizard,Agamidae,12701.41209659
Dendragama dioidema,R10523,lizard,Agamidae,558.01727801
Dendrelaphis andamanensis,R01277,snake,Colubridae,9.99116483
Dendrelaphis ashoki,R01278,snake,Colubridae,18036.28071985
Dendrelaphis bifrenalis,R01279,snake,Colubridae,494211.47777303
Dendrelaphis biloreatus,R01280,snake,Colubridae,221731.01279190
Dendrelaphis calligaster,R10524,snake,Colubridae,960720.42532205
Dendrelaphis caudolineatus,R01282,snake,Colubridae,1331491.62757893
Dendrelaphis caudolineolatus,R01283,snake,Colubridae,22367.03905341
Dendrelaphis chairecacos,R01284,snake,Colubridae,11275.96003211
Dendrelaphis cyanochloris,R01285,snake,Colubridae,346976.32422920
Dendrelaphis flavescens,R01286,snake,Colubridae,687.00445801
Dendrelaphis formosus,R01287,snake,Colubridae,2600283.34516678
Dendrelaphis fuliginosus,R01288,snake,Colubridae,36985.75506290
Dendrelaphis gastrostictus,R01289,snake,Colubridae,195611.96873649
Dendrelaphis girii,R01290,snake,Colubridae,10718.08205412
Dendrelaphis grandoculis,R01291,snake,Colubridae,37481.19441576
Dendrelaphis grismeri,R01292,snake,Colubridae,18221.10199791
Dendrelaphis haasi,R01293,snake,Colubridae,1449139.62132708
Dendrelaphis hollinrakei,R01294,snake,Colubridae,1.25648596
Dendrelaphis humayuni,R01295,snake,Colubridae,1605.35047516
Dendrelaphis inornatus,R01296,snake,Colubridae,76781.67639064
Dendrelaphis keiensis,R10525,snake,Colubridae,4923.28453551
Dendrelaphis kopsteini,R01297,snake,Colubridae,1393090.81041042
Dendrelaphis levitoni,R01298,snake,Colubridae,11620.31185426
Dendrelaphis lineolatus,R10526,snake,Colubridae,795558.51254036
Dendrelaphis lorentzii,R10527,snake,Colubridae,89745.35077836
Dendrelaphis luzonensis,R01300,snake,Colubridae,91603.43688027
Dendrelaphis macrops,R10528,snake,Colubridae,230108.98746264
Dendrelaphis marenae,R01301,snake,Colubridae,447388.93940996
Dendrelaphis modestus,R01302,snake,Colubridae,22017.53559389
Dendrelaphis ngansonensis,R01303,snake,Colubridae,562212.02314498
Dendrelaphis nigroserratus,R01304,snake,Colubridae,1476.66393467
Dendrelaphis oliveri,R01305,snake,Colubridae,9.99116483
Dendrelaphis papuensis,R01306,snake,Colubridae,94795.41191404
Dendrelaphis philippinensis,R01307,snake,Colubridae,136269.21721321
Dendrelaphis pictus,R01308,snake,Colubridae,4888738.88634559
Dendrelaphis punctulatus,R01309,snake,Colubridae,2066961.56090948
Dendrelaphis schokari,R01311,snake,Colubridae,19.98232966
Dendrelaphis sinharajensis,R10529,snake,Colubridae,214.21607538
Dendrelaphis striatus,R01312,snake,Colubridae,684781.88248201
Dendrelaphis striolatus,R10530,snake,Colubridae,442.80789999
Dendrelaphis subocularis,R01313,snake,Colubridae,1818950.01156544
Dendrelaphis terrificus,R01314,snake,Colubridae,206747.40113860
Dendrelaphis tristis,R01315,snake,Colubridae,2345996.75145947
Dendrelaphis underwoodi,R01316,snake,Colubridae,1879.64099946
Dendrelaphis walli,R01317,snake,Colubridae,384021.34786350
Dendroaspis angusticeps,R03455,snake,Elapidae,474725.45688924
Dendroaspis jamesoni,R03456,snake,Elapidae,4302477.05972060
Dendroaspis polylepis,R03457,snake,Elapidae,9486673.47921619
Dendroaspis viridis,R03458,snake,Elapidae,467411.63800849
Dendrolycus elapoides,R05639,snake,Lamprophiidae,409925.17400724
Dendrophidion apharocybe,R01318,snake,Colubridae,73491.95974811
Dendrophidion atlantica,R01319,snake,Colubridae,1425.48136084
Dendrophidion bivittatus,R01320,snake,Colubridae,96902.63059455
Dendrophidion boshelli,R01321,snake,Colubridae,19.98232966
Dendrophidion brunneum,R01322,snake,Colubridae,108167.74762124
Dendrophidion clarkii,R01323,snake,Colubridae,117189.40181160
Dendrophidion crybelum,R01324,snake,Colubridae,257.83911557
Dendrophidion dendrophis,R01325,snake,Colubridae,7892214.04768959
Dendrophidion graciliverpa,R01326,snake,Colubridae,25748.97563949
Dendrophidion nuchale,R01327,snake,Colubridae,22844.58311300
Dendrophidion paucicarinatum,R01328,snake,Colubridae,26576.71606270
Dendrophidion percarinatum,R01329,snake,Colubridae,403366.93489680
Dendrophidion prolixum,R01330,snake,Colubridae,5038.12403115
Dendrophidion rufiterminorum,R01331,snake,Colubridae,34014.73881860
Dendrophidion vinitor,R01332,snake,Colubridae,197205.06105654
Dendrosauridion yanesha,R11322,lizard,Gymnophthalmidae,19.98232966
Denisonia devisi,R03459,snake,Elapidae,831872.17296430
Denisonia maculata,R03460,snake,Elapidae,202709.90377647
Dermatemys mawii,R09979,turtle,Dermatemydidae,197247.75665728
Diadophis punctatus,R02871,snake,Dipsadidae,5673539.71457348
Diaphorolepis laevis,R02872,snake,Dipsadidae,9.99116483
Diaphorolepis wagneri,R02873,snake,Dipsadidae,5497.55652334
Dibamus alfredi,R02415,lizard,Dibamidae,9.99116483
Dibamus bogadeki,R02416,lizard,Dibamidae,15.70158721
Dibamus booliati,R02417,lizard,Dibamidae,9.99116483
Dibamus bourreti,R02418,lizard,Dibamidae,462101.35558123
Dibamus celebensis,R02419,lizard,Dibamidae,2849.63705577
Dibamus dalaiensis,R02420,lizard,Dibamidae,9.99116483
Dibamus deharvengi,R02421,lizard,Dibamidae,6.56992634
Dibamus dezwaani,R02422,lizard,Dibamidae,9.99116483
Dibamus floweri,R11052,lizard,Dibamidae,18.48563662
Dibamus greeri,R02423,lizard,Dibamidae,843.03812501
Dibamus ingeri,R02424,lizard,Dibamidae,9.99116483
Dibamus kondaoensis,R02425,lizard,Dibamidae,65.68893616
Dibamus leucurus,R02426,lizard,Dibamidae,94718.99054700
Dibamus manadotuaensis,R11188,lizard,Dibamidae,8.62417166
Dibamus montanus,R02427,lizard,Dibamidae,5794.00900809
Dibamus nicobaricum,R02428,lizard,Dibamidae,104.48816533
Dibamus novaeguineae,R02429,lizard,Dibamidae,15933.83955552
Dibamus seramensis,R02430,lizard,Dibamidae,17400.25149130
Dibamus smithi,R02431,lizard,Dibamidae,6731.38820940
Dibamus somsaki,R02432,lizard,Dibamidae,9.99116483
Dibamus taylori,R02433,lizard,Dibamidae,240.02717226
Dibamus tebal,R02434,lizard,Dibamidae,4.48160302
Dibamus tiomanensis,R02435,lizard,Dibamidae,9.86794245
Dibamus vorisi,R02436,lizard,Dibamidae,10.12261116
Dicrodon guttulatum,R08920,lizard,Teiidae,86451.19791770
Dicrodon heterolepis,R08921,lizard,Teiidae,35413.64228363
Dicrodon holmbergi,R08922,lizard,Teiidae,77051.77659109
Dierogekko baaba,R10531,lizard,Diplodactylidae,27.51185833
Dierogekko inexpectatus,R02458,lizard,Diplodactylidae,29.76379125
Dierogekko insularis,R02459,lizard,Diplodactylidae,79.37126264
Dierogekko kaalaensis,R02460,lizard,Diplodactylidae,54.65373461
Dierogekko koniambo,R02461,lizard,Diplodactylidae,232.68738192
Dierogekko nehoueensis,R02462,lizard,Diplodactylidae,179.51455525
Dierogekko poumensis,R02463,lizard,Diplodactylidae,30.98817482
Dierogekko thomaswhitei,R02464,lizard,Diplodactylidae,62.16994084
Dierogekko validiclavis,R02465,lizard,Diplodactylidae,615.45193090
Dieurostus dussumieri,R05147,snake,Homalopsidae,21613.45558318
Dinarolacerta montenegrina,R05339,lizard,Lacertidae,307.38236738
Dinarolacerta mosorensis,R05340,lizard,Lacertidae,17451.01432554
Diplodactylus ameyi,R10532,lizard,Diplodactylidae,358967.91175591
Diplodactylus barraganae,R02466,lizard,Diplodactylidae,229297.12794694
Diplodactylus bilybara,R02467,lizard,Diplodactylidae,293220.39126447
Diplodactylus calcicolus,R02468,lizard,Diplodactylidae,346300.21244648
Diplodactylus capensis,R02469,lizard,Diplodactylidae,1436.85232941
Diplodactylus conspicillatus,R02470,lizard,Diplodactylidae,1922013.74701391
Diplodactylus custos,R02471,lizard,Diplodactylidae,139851.58319317
Diplodactylus fulleri,R02472,lizard,Diplodactylidae,11030.03447019
Diplodactylus furcosus,R02473,lizard,Diplodactylidae,255240.99962642
Diplodactylus galaxias,R02474,lizard,Diplodactylidae,62994.66840218
Diplodactylus galeatus,R02475,lizard,Diplodactylidae,154387.43734189
Diplodactylus granariensis,R02476,lizard,Diplodactylidae,578741.68048781
Diplodactylus hillii,R02477,lizard,Diplodactylidae,113574.60121213
Diplodactylus kenneallyi,R02478,lizard,Diplodactylidae,4166.91742843
Diplodactylus klugei,R02479,lizard,Diplodactylidae,48288.21347647
Diplodactylus laevis,R02480,lizard,Diplodactylidae,2171413.35770076
Diplodactylus lateroides,R02481,lizard,Diplodactylidae,16163.87497299
Diplodactylus mitchelli,R02482,lizard,Diplodactylidae,47362.57515738
Diplodactylus nebulosus,R02483,lizard,Diplodactylidae,152.38131284
Diplodactylus ornatus,R02484,lizard,Diplodactylidae,63636.77348952
Diplodactylus platyurus,R02485,lizard,Diplodactylidae,543154.48473888
