binomial,TaxonID,group,family,area
Pseudorabdion torquatum,R10888,snake,Colubridae,9.99116483
Pseudothecadactylus australis,R02537,lizard,Diplodactylidae,40237.98226675
Pseudothecadactylus cavaticus,R02538,lizard,Diplodactylidae,9560.31752177
Pseudothecadactylus lindneri,R02539,lizard,Diplodactylidae,26469.77120683
Pseudotomodon trigonatus,R03200,snake,Dipsadidae,237465.50497157
Pseudotrapelus aqabensis,R00426,lizard,Agamidae,34428.85499370
Pseudotrapelus chlodnickii,R00427,lizard,Agamidae,1214280.05697015
Pseudotrapelus dhofarensis,R00428,lizard,Agamidae,10112.49534001
Pseudotrapelus jensvindumi,R00429,lizard,Agamidae,18827.66746638
Pseudotrapelus neumanni,R10889,lizard,Agamidae,39256.09197729
Pseudotrapelus sinaitus,R00430,lizard,Agamidae,255470.44285881
Pseudoxenodon bambusicola,R06899,snake,Pseudoxenodontidae,687930.43118994
Pseudoxenodon baramensis,R06900,snake,Pseudoxenodontidae,11941.05283408
Pseudoxenodon inornatus,R06901,snake,Pseudoxenodontidae,126109.85598008
Pseudoxenodon karlschmidti,R06902,snake,Pseudoxenodontidae,189249.14810931
Pseudoxenodon macrops,R06903,snake,Pseudoxenodontidae,3545526.40578850
Pseudoxenodon stejnegeri,R06904,snake,Pseudoxenodontidae,1085597.28493819
Pseudoxyrhopus ambreensis,R05848,snake,Lamprophiidae,689.19425291
Pseudoxyrhopus analabe,R05849,snake,Lamprophiidae,3512.65780342
Pseudoxyrhopus ankafinaensis,R05850,snake,Lamprophiidae,108.15072186
Pseudoxyrhopus heterurus,R05851,snake,Lamprophiidae,66253.91116575
Pseudoxyrhopus imerinae,R05852,snake,Lamprophiidae,31958.63281849
Pseudoxyrhopus kely,R05853,snake,Lamprophiidae,1298.36051456
Pseudoxyrhopus microps,R05854,snake,Lamprophiidae,167061.48937299
Pseudoxyrhopus oblectator,R05855,snake,Lamprophiidae,540.77936990
Pseudoxyrhopus quinquelineatus,R05856,snake,Lamprophiidae,184636.22671050
Pseudoxyrhopus sokosoko,R05857,snake,Lamprophiidae,9893.43436703
Pseudoxyrhopus tritaeniatus,R05858,snake,Lamprophiidae,110934.03328060
Psilops mucugensis,R10890,lizard,Gymnophthalmidae,58.22075248
Psilops paeminosus,R10891,lizard,Gymnophthalmidae,1706.70140812
Psilops seductus,R10892,lizard,Gymnophthalmidae,19.98232966
Psomophis genimaculatus,R03201,snake,Dipsadidae,1064201.26396338
Psomophis joberti,R03202,snake,Dipsadidae,3534043.64906028
Psomophis obtusus,R03203,snake,Dipsadidae,772385.83294810
Psychosaura agmosticha,R08190,lizard,Scincidae,24199.94533981
Psychosaura macrorhyncha,R08191,lizard,Scincidae,889114.39096854
Ptenopus carpi,R04752,lizard,Gekkonidae,38353.89927637
Ptenopus garrulus,R04753,lizard,Gekkonidae,1314005.58428745
Ptenopus kochi,R04754,lizard,Gekkonidae,41513.86947662
Ptyas carinata,R01741,snake,Colubridae,2734042.33588301
Ptyas dhumnades,R01742,snake,Colubridae,2320719.31789167
Ptyas dipsas,R01743,snake,Colubridae,288.41930541
Ptyas doriae,R01259,snake,Colubridae,110315.17781492
Ptyas fusca,R01744,snake,Colubridae,1384661.67589999
Ptyas herminae,R01261,snake,Colubridae,798.67196546
Ptyas korros,R01745,snake,Colubridae,4115383.74196747
Ptyas luzonensis,R01746,snake,Colubridae,129628.07647286
Ptyas major,R01262,snake,Colubridae,2389474.58518544
Ptyas mucosa,R01747,snake,Colubridae,7885328.31174174
Ptyas multicinctus,R01263,snake,Colubridae,485759.62184755
Ptyas nigromarginata,R01748,snake,Colubridae,928309.25736737
Ptyas semicarinatus,R01264,snake,Colubridae,2703.25292916
Ptychoglossus bicolor,R05071,lizard,Gymnophthalmidae,44232.43945461
Ptychoglossus bilineatus,R05072,lizard,Gymnophthalmidae,9.99116483
Ptychoglossus brevifrontalis,R05073,lizard,Gymnophthalmidae,4395021.24346563
Ptychoglossus danieli,R05074,lizard,Gymnophthalmidae,7027.22675227
Ptychoglossus eurylepis,R05075,lizard,Gymnophthalmidae,9.99116483
Ptychoglossus festae,R05076,lizard,Gymnophthalmidae,68538.54758855
Ptychoglossus gorgonae,R05077,lizard,Gymnophthalmidae,2177.93284095
Ptychoglossus grandisquamatus,R05078,lizard,Gymnophthalmidae,9.99116483
Ptychoglossus kugleri,R05079,lizard,Gymnophthalmidae,9819.73308498
Ptychoglossus myersi,R05080,lizard,Gymnophthalmidae,33533.61423688
Ptychoglossus plicatus,R05082,lizard,Gymnophthalmidae,68415.04772134
Ptychoglossus romaleos,R05083,lizard,Gymnophthalmidae,9.99116483
Ptychoglossus stenolepis,R05084,lizard,Gymnophthalmidae,6042.76582294
Ptychoglossus vallensis,R05085,lizard,Gymnophthalmidae,9025.93114602
Ptychophis flavovirgatus,R03204,snake,Dipsadidae,451173.50201303
Ptychozoon bannaense,R10893,lizard,Gekkonidae,9.99116483
Ptychozoon horsfieldii,R04755,lizard,Gekkonidae,38301.32081284
Ptychozoon intermedium,R04756,lizard,Gekkonidae,54309.69832992
Ptychozoon kaengkrachanense,R04757,lizard,Gekkonidae,19.98232966
Ptychozoon kuhli,R04758,lizard,Gekkonidae,1423688.16738836
Ptychozoon lionotum,R04759,lizard,Gekkonidae,1406026.62456639
Ptychozoon nicobarensis,R04760,lizard,Gekkonidae,620.14939230
Ptychozoon popaense,R11317,lizard,Gekkonidae,9.99116484
Ptychozoon rhacophorus,R04761,lizard,Gekkonidae,4685.89818093
Ptychozoon trinotaterra,R04762,lizard,Gekkonidae,10955.79199653
Ptyctolaemus collicristatus,R00431,lizard,Agamidae,949.12802205
Ptyctolaemus gularis,R00432,lizard,Agamidae,173489.32814867
Ptyodactylus ananjevae,R06844,lizard,Phyllodactylidae,19.98232966
Ptyodactylus dhofarensis,R06845,lizard,Phyllodactylidae,725.46103227
Ptyodactylus guttatus,R06846,lizard,Phyllodactylidae,525303.04603763
Ptyodactylus hasselquistii,R06847,lizard,Phyllodactylidae,2220628.78418444
Ptyodactylus homolepis,R06848,lizard,Phyllodactylidae,9.99116483
Ptyodactylus orlovi,R06849,lizard,Phyllodactylidae,25495.47510511
Ptyodactylus oudrii,R06850,lizard,Phyllodactylidae,508942.64400862
Ptyodactylus puiseuxi,R06851,lizard,Phyllodactylidae,145841.56139975
Ptyodactylus ragazzii,R06852,lizard,Phyllodactylidae,4056836.82547444
Ptyodactylus rivapadiali,R11069,lizard,Phyllodactylidae,17269.01164535
Ptyodactylus ruusaljibalicus,R10894,lizard,Phyllodactylidae,792.38831622
Ptyodactylus togoensis,R11364,lizard,Phyllodactylidae,674406.13085266
Pygmaeascincus koshlandae,R08192,lizard,Scincidae,75717.46321937
Pygmaeascincus sadlieri,R08193,lizard,Scincidae,54.04717136
Pygmaeascincus timlowi,R08194,lizard,Scincidae,530273.34461942
Pygomeles braconnieri,R08195,lizard,Scincidae,9284.77047258
Pygomeles petteri,R08196,lizard,Scincidae,1352.39164572
Pygomeles trivittatus,R10895,lizard,Scincidae,18663.00701301
Pygopus lepidopodus,R06946,lizard,Pygopodidae,3927516.16014330
Pygopus nigriceps,R06947,lizard,Pygopodidae,3851743.72869823
Pygopus robertsi,R06948,lizard,Pygopodidae,50249.41682498
Pygopus schraderi,R06949,lizard,Pygopodidae,2695968.95754487
Pygopus steelescotti,R06950,lizard,Pygopodidae,877221.87884851
Python anchietae,R06974,snake,Pythonidae,456441.98195438
Python bivittatus,R06975,snake,Pythonidae,3350319.27455045
Python breitensteini,R06976,snake,Pythonidae,732630.89559025
Python brongersmai,R06977,snake,Pythonidae,234477.88827900
Python curtus,R06978,snake,Pythonidae,93155.61338954
Python kyaiktiyo,R06979,snake,Pythonidae,10.10114894
Python molurus,R06980,snake,Pythonidae,3434063.92868988
Python natalensis,R06981,snake,Pythonidae,5143623.35296346
Python regius,R06982,snake,Pythonidae,4778023.87555276
Python sebae,R06983,snake,Pythonidae,9884454.80764444
Pythonodipsas carinata,R05859,snake,Lamprophiidae,245796.14632108
Pyxis arachnoides,R10208,turtle,Testudinidae,16684.72478503
Pyxis planicauda,R10209,turtle,Testudinidae,1292.03581953
Quedenfeldtia moerens,R08688,lizard,Sphaerodactylidae,60975.12924644
Quedenfeldtia trachyblepharus,R08689,lizard,Sphaerodactylidae,9521.63431372
Rabdion forsteni,R01749,snake,Colubridae,1149.03009694
Rabdion grovesi,R10896,snake,Colubridae,9.99116483
Raclitia indica,R05182,snake,Homalopsidae,6678.11580380
Rafetus euphraticus,R10244,turtle,Trionychidae,391710.42016769
Rafetus swinhoei,R10245,turtle,Trionychidae,84223.18664131
Ramigekko swartbergensis,R04763,lizard,Gekkonidae,9430.37358223
Ramphotyphlops acuticaudus,R09303,snake,Typhlopidae,277.13029664
Ramphotyphlops adocetus,R09304,snake,Typhlopidae,4.46780073
Ramphotyphlops angusticeps,R09305,snake,Typhlopidae,9238.35276486
Ramphotyphlops becki,R09306,snake,Typhlopidae,5456.40948363
Ramphotyphlops bipartitus,R09307,snake,Typhlopidae,118.58447014
Ramphotyphlops conradi,R09308,snake,Typhlopidae,185.26031618
Ramphotyphlops cumingii,R09309,snake,Typhlopidae,110785.58768597
Ramphotyphlops depressus,R09310,snake,Typhlopidae,75074.16293132
Ramphotyphlops exocoeti,R09311,snake,Typhlopidae,137.17711718
Ramphotyphlops flaviventer,R09312,snake,Typhlopidae,7101.65039758
Ramphotyphlops hatmaliyeb,R09313,snake,Typhlopidae,0.06143541
Ramphotyphlops lineatus,R09314,snake,Typhlopidae,1467766.28958906
Ramphotyphlops lorenzi,R09315,snake,Typhlopidae,6.45250294
Ramphotyphlops mansuetus,R09316,snake,Typhlopidae,3326.16029169
Ramphotyphlops marxi,R09317,snake,Typhlopidae,9.99116483
Ramphotyphlops multilineatus,R09318,snake,Typhlopidae,145616.02720018
Ramphotyphlops olivaceus,R09319,snake,Typhlopidae,95364.03874506
Ramphotyphlops similis,R09320,snake,Typhlopidae,597.55190131
Ramphotyphlops suluensis,R09321,snake,Typhlopidae,103.32351005
Ramphotyphlops supranasalis,R09322,snake,Typhlopidae,1632.37735854
Ramphotyphlops willeyi,R09323,snake,Typhlopidae,1831.94068309
Rankinia diemensis,R00433,lizard,Agamidae,362090.02623230
Regina grahamii,R06475,snake,Natricidae,957493.57887730
Regina septemvittata,R06476,snake,Natricidae,1054839.86052239
Rena boettgeri,R06022,snake,Leptotyphlopidae,7282.23637210
Rena bressoni,R06023,snake,Leptotyphlopidae,20959.33486071
Rena dissecta,R10897,snake,Leptotyphlopidae,674877.97122573
Rena dugesii,R10898,snake,Leptotyphlopidae,1425.60744491
Rena dulcis,R06025,snake,Leptotyphlopidae,726012.65895148
Rena humilis,R06026,snake,Leptotyphlopidae,1003785.96566210
Rena iversoni,R10899,snake,Leptotyphlopidae,9.99116483
Rena maxima,R06027,snake,Leptotyphlopidae,43908.11456060
Rena myopica,R06028,snake,Leptotyphlopidae,77905.70638767
Rena segrega,R10900,snake,Leptotyphlopidae,394379.03787339
Rena unguirostris,R06029,snake,Leptotyphlopidae,624965.43753948
Rhabdophis adleri,R06477,snake,Natricidae,18713.78702264
Rhabdophis akraios,R06478,snake,Natricidae,9.99116483
Rhabdophis angeli,R06479,snake,Natricidae,783.44740301
Rhabdophis auriculata,R06480,snake,Natricidae,117791.00698640
Rhabdophis barbouri,R06481,snake,Natricidae,9.99116483
Rhabdophis callichroma,R06482,snake,Natricidae,15020.18052825
Rhabdophis callistus,R06483,snake,Natricidae,2351.81010722
Rhabdophis ceylonensis,R06368,snake,Natricidae,18219.11294841
Rhabdophis chrysargoides,R06484,snake,Natricidae,54242.24700028
Rhabdophis chrysargos,R06485,snake,Natricidae,2899467.79423451
Rhabdophis conspicillatus,R06486,snake,Natricidae,1340911.24230605
Rhabdophis flaviceps,R06428,snake,Natricidae,1263193.45374686
Rhabdophis guangdongensis,R06487,snake,Natricidae,17.15224016
Rhabdophis himalayanus,R06488,snake,Natricidae,692611.99724757
Rhabdophis leonardi,R06489,snake,Natricidae,469216.08968276
Rhabdophis lineatus,R06490,snake,Natricidae,109817.32872186
Rhabdophis murudensis,R06491,snake,Natricidae,235483.74301760
Rhabdophis nigrocinctus,R06492,snake,Natricidae,847411.15640662
Rhabdophis nuchalis,R06493,snake,Natricidae,1277567.84609448
Rhabdophis pentasupralabialis,R10901,snake,Colubridae,380733.95849555
Rhabdophis plumbicolor,R06429,snake,Natricidae,1328051.35206261
Rhabdophis rhodomelas,R06430,snake,Natricidae,1520209.81048409
Rhabdophis rudis,R06431,snake,Natricidae,1582431.23306323
Rhabdophis spilogaster,R06494,snake,Natricidae,3230.65133820
Rhabdophis subminiatus,R06495,snake,Natricidae,5388165.77088184
Rhabdophis swinhonis,R06496,snake,Natricidae,35995.55907785
Rhabdophis tigrinus,R06497,snake,Natricidae,5567020.86869480
Rhabdops aquaticus,R10902,snake,Colubridae,1773.91469540
Rhabdops bicolor,R01750,snake,Colubridae,184717.27242043
Rhabdops olivaceus,R01751,snake,Colubridae,18240.03453257
Rhachidelus brazili,R03205,snake,Dipsadidae,2375975.31278356
Rhachisaurus brachylepis,R05086,lizard,Gymnophthalmidae,1924.54123533
Rhacodactylus auriculatus,R02540,lizard,Diplodactylidae,9898.61090782
Rhacodactylus leachianus,R02541,lizard,Diplodactylidae,12858.51174098
Rhacodactylus trachycephalus,R02542,lizard,Diplodactylidae,0.56027126
Rhacodactylus trachyrhynchus,R02543,lizard,Diplodactylidae,5571.32870082
Rhadinaea bogertorum,R03206,snake,Dipsadidae,6142.27947062
Rhadinaea calligaster,R03207,snake,Dipsadidae,13355.00286254
Rhadinaea cuneata,R03208,snake,Dipsadidae,12604.38879798
Rhadinaea decorata,R03209,snake,Dipsadidae,356406.79331835
Rhadinaea eduardoi,R11574,snake,Dipsadidae,9.99116483
Rhadinaea flavilata,R03210,snake,Dipsadidae,181531.30949143
Rhadinaea forbesi,R03211,snake,Dipsadidae,6268.38627155
Rhadinaea fulvivittis,R03212,snake,Dipsadidae,51165.46983243
Rhadinaea gaigeae,R03213,snake,Dipsadidae,54521.55906861
Rhadinaea hesperia,R03214,snake,Dipsadidae,271787.57926266
Rhadinaea laureata,R03215,snake,Dipsadidae,124332.42136944
Rhadinaea macdougalli,R03216,snake,Dipsadidae,8800.80842002
Rhadinaea marcellae,R03217,snake,Dipsadidae,15258.55992305
Rhadinaea montana,R03218,snake,Dipsadidae,14032.40819544
Rhadinaea myersi,R03219,snake,Dipsadidae,10538.25850316
Rhadinaea nuchalis,R11565,snake,Dipsadidae,19.71351850
Rhadinaea omiltemana,R03220,snake,Dipsadidae,5038.40796805
Rhadinaea pulveriventris,R03221,snake,Dipsadidae,2588.20886394
Rhadinaea quinquelineata,R03222,snake,Dipsadidae,8642.47925131
Rhadinaea sargenti,R03223,snake,Dipsadidae,19.98232966
Rhadinaea taeniata,R03225,snake,Dipsadidae,124722.79785038
Rhadinaea vermiculaticeps,R03226,snake,Dipsadidae,19.98232966
Rhadinella anachoreta,R03227,snake,Dipsadidae,3764.17898345
Rhadinella donaji,R03228,snake,Dipsadidae,9.99116483
Rhadinella dysmica,R10903,snake,Colubridae,9.99116483
Rhadinella godmani,R03229,snake,Dipsadidae,94602.85507892
Rhadinella hannsteini,R03230,snake,Dipsadidae,8455.25208302
Rhadinella hempsteadae,R03231,snake,Dipsadidae,19.98232966
Rhadinella kanalchutchan,R03232,snake,Dipsadidae,6290.96730873
Rhadinella kinkelini,R03233,snake,Dipsadidae,68762.24568550
Rhadinella lachrymans,R03234,snake,Dipsadidae,8980.06340000
Rhadinella lisyae,R10904,snake,Dipsadinae,62.44492336
Rhadinella montecristi,R03235,snake,Dipsadidae,21037.29341168
Rhadinella pegosalyta,R03236,snake,Dipsadidae,19.98232967
Rhadinella pilonaorum,R03237,snake,Dipsadidae,1389.68240393
Rhadinella posadasi,R03238,snake,Dipsadidae,9.99116483
Rhadinella rogerromani,R03239,snake,Dipsadidae,9.99116483
Rhadinella schistosa,R03240,snake,Dipsadidae,23503.51219038
Rhadinella serperaster,R03241,snake,Dipsadidae,1719.17141783
Rhadinella stadelmani,R11566,snake,Dipsadidae,808.66446259
Rhadinella tolpanorum,R03242,snake,Dipsadidae,19.98232965
Rhadinella xerophila,R11575,snake,Dipsadidae,9.99116483
Rhadinophanes monticola,R03243,snake,Dipsadidae,9.99116483
Rhamnophis aethiopissa,R01752,snake,Colubridae,4486317.64046465
Rhamnophis batesii,R01753,snake,Colubridae,897994.93719034
Rhamphiophis oxyrhynchus,R05861,snake,Lamprophiidae,4143305.71985166
Rhamphiophis rostratus,R05862,snake,Lamprophiidae,2933981.98080883
Rhamphiophis rubropunctatus,R05863,snake,Lamprophiidae,418746.44480474
Rhampholeon acuminatus,R01009,lizard,Chamaeleonidae,33.51476815
Rhampholeon beraduccii,R01010,lizard,Chamaeleonidae,29.48507615
Rhampholeon boulengeri,R01011,lizard,Chamaeleonidae,465604.88638526
Rhampholeon bruessoworum,R01012,lizard,Chamaeleonidae,9.99116483
Rhampholeon chapmanorum,R01013,lizard,Chamaeleonidae,10.58153777
Rhampholeon gorongosae,R01014,lizard,Chamaeleonidae,112.55377508
Rhampholeon hattinghi,R01015,lizard,Chamaeleonidae,9.88661987
Rhampholeon marshalli,R01016,lizard,Chamaeleonidae,7879.20816201
Rhampholeon maspictus,R01017,lizard,Chamaeleonidae,13.96664205
Rhampholeon moyeri,R01018,lizard,Chamaeleonidae,7517.58327527
Rhampholeon nchisiensis,R01019,lizard,Chamaeleonidae,18302.72846516
Rhampholeon nebulauctor,R01020,lizard,Chamaeleonidae,9.99116483
Rhampholeon platyceps,R01021,lizard,Chamaeleonidae,2018.29100110
Rhampholeon spectrum,R01022,lizard,Chamaeleonidae,1598989.68531858
Rhampholeon spinosus,R01023,lizard,Chamaeleonidae,3516.74954144
Rhampholeon temporalis,R01024,lizard,Chamaeleonidae,731.36523633
Rhampholeon tilburyi,R01025,lizard,Chamaeleonidae,61.01041784
Rhampholeon uluguruensis,R01026,lizard,Chamaeleonidae,412.66553704
Rhampholeon viridis,R01027,lizard,Chamaeleonidae,1838.76658572
Rheodytes leukops,R09967,turtle,Chelidae,65371.89821968
Rhinemys rufipes,R09968,turtle,Chelidae,801508.14697801
Rhineura floridana,R06991,amphisbaenian,Rhineuridae,63057.70819129
Rhinobothryum bovallii,R01755,snake,Colubridae,497383.56595890
Rhinobothryum lentiginosum,R01756,snake,Colubridae,3596093.97478017
Rhinocheilus antonii,R10905,snake,Colubridae,61810.71190108
Rhinocheilus etheridgei,R10906,snake,Colubridae,142.90571147
Rhinocheilus lecontei,R01757,snake,Colubridae,2490367.09904996
Rhinoclemmys annulata,R10089,turtle,Geoemydidae,286237.07434676
Rhinoclemmys areolata,R10090,turtle,Geoemydidae,273744.55723528
Rhinoclemmys diademata,R10091,turtle,Geoemydidae,27602.02904396
Rhinoclemmys funerea,R10092,turtle,Geoemydidae,68076.67899477
Rhinoclemmys melanosterna,R10093,turtle,Geoemydidae,219119.64159272
Rhinoclemmys nasuta,R10094,turtle,Geoemydidae,52264.22398666
Rhinoclemmys pulcherrima,R10095,turtle,Geoemydidae,288575.43993823
Rhinoclemmys punctularia,R10096,turtle,Geoemydidae,1372753.46797914
Rhinoclemmys rubida,R10097,turtle,Geoemydidae,127785.64350042
Rhinogekko femoralis,R10907,lizard,Gekkonidae,43494.12847176
Rhinogekko misonnei,R10908,lizard,Gekkonidae,27509.67624681
Rhinoguinea magna,R10909,snake,Leptotyphlopidae,15.79672276
Rhinoleptus koniagui,R06030,snake,Leptotyphlopidae,322348.89842883
Rhinophis blythii,R09394,snake,Uropeltidae,2397.27106680
Rhinophis dorsimaculatus,R09395,snake,Uropeltidae,4574.12956020
Rhinophis drummondhayi,R09396,snake,Uropeltidae,271.11202338
Rhinophis erangaviraji,R09397,snake,Uropeltidae,19.98232966
Rhinophis fergusonianus,R09398,snake,Uropeltidae,19.98232966
Rhinophis goweri,R09399,snake,Uropeltidae,9.99116483
Rhinophis homolepis,R09400,snake,Uropeltidae,3040.19391346
Rhinophis lineatus,R09401,snake,Uropeltidae,19.98232966
Rhinophis melanogaster,R10910,snake,Uropeltidae,1737.54167752
Rhinophis oxyrhynchus,R09402,snake,Uropeltidae,35991.32498372
Rhinophis philippinus,R09403,snake,Uropeltidae,3058.34370151
Rhinophis phillipsi,R10911,snake,Uropeltidae,9.99116484
Rhinophis porrectus,R09404,snake,Uropeltidae,9.12717774
Rhinophis punctatus,R09405,snake,Uropeltidae,1064.56557202
Rhinophis roshanpererai,R10912,snake,Uropeltidae,19.98232966
Rhinophis saffragamus,R10913,snake,Uropeltidae,6519.48258391
Rhinophis sanguineus,R09406,snake,Uropeltidae,20145.07566367
Rhinophis travancoricus,R09407,snake,Uropeltidae,4544.16152366
Rhinophis tricolorata,R09408,snake,Uropeltidae,338.49646815
Rhinophis zigzag,R09409,snake,Uropeltidae,10.14439719
Rhinoplocephalus bicolor,R03695,snake,Elapidae,35773.92358893
Rhinotyphlops ataeniatus,R09324,snake,Typhlopidae,7945.47925628
Rhinotyphlops boylei,R09325,snake,Typhlopidae,287639.78056120
Rhinotyphlops lalandei,R09326,snake,Typhlopidae,1870882.61493531
Rhinotyphlops leucocephalus,R10914,snake,Typhlopidae,9.99116483
Rhinotyphlops schinzi,R09327,snake,Typhlopidae,708534.48191983
Rhinotyphlops scortecci,R09328,snake,Typhlopidae,813.39401077
